Tenure Months,Monthly Charges,Total Charges,charge_per_tenure,num_additional_services,tenure_bucket,Contract,Churn Value
53,111.8,5809.75,2.0703703703703704,5,49-72,One year,0
1,20.2,20.2,10.1,0,0-12,Month-to-month,0
20,19.7,415.9,0.9380952380952381,0,13-24,One year,0
51,19.85,996.95,0.38173076923076926,0,49-72,One year,0
51,60.5,3145.15,1.1634615384615385,3,49-72,One year,0
13,19.55,265.3,1.3964285714285716,0,13-24,Two year,0
1,20.9,20.9,10.45,0,0-12,Month-to-month,0
1,21.05,21.05,10.525,0,0-12,Month-to-month,0
63,71.5,4576.3,1.1171875,4,49-72,One year,0
3,54.65,189.1,13.6625,1,0-12,Month-to-month,0
46,19.2,908.15,0.4085106382978723,0,25-48,Two year,0
1,49.8,49.8,24.9,0,0-12,Month-to-month,0
71,20.5,1500.95,0.2847222222222222,0,49-72,Two year,0
55,90.4,5099.15,1.6142857142857143,2,49-72,Month-to-month,0
70,90.25,6385.95,1.2711267605633803,3,49-72,One year,0
67,104.6,6885.75,1.538235294117647,4,49-72,Two year,0
14,50.2,668.85,3.3466666666666667,1,13-24,Month-to-month,0
20,95.5,1916.2,4.5476190476190474,3,13-24,Month-to-month,0
49,95.4,4613.95,1.9080000000000001,2,49-72,Month-to-month,0
72,101.3,7261.25,1.3876712328767122,4,49-72,Two year,0
46,53.1,2459.8,1.1297872340425532,1,25-48,Month-to-month,0
24,84.85,2048.8,3.3939999999999997,2,13-24,Month-to-month,0
5,34.25,163.55,5.708333333333333,2,0-12,Month-to-month,0
33,88.6,2888.7,2.605882352941176,3,25-48,Month-to-month,0
42,60.15,2421.6,1.3988372093023256,2,25-48,One year,0
23,99.95,2292.75,4.164583333333334,4,13-24,One year,0
8,70.7,553.4,7.855555555555556,0,0-12,Month-to-month,0
66,54.8,3465.7,0.817910447761194,2,49-72,One year,0
24,54.8,1291.3,2.1919999999999997,1,13-24,Month-to-month,0
53,100.3,5200.8,1.8574074074074074,4,49-72,One year,0
60,53.6,3237.05,0.878688524590164,4,49-72,Two year,0
20,19.35,433.75,0.9214285714285715,0,13-24,One year,0
23,85.6,1868.4,3.5666666666666664,1,13-24,Month-to-month,0
72,80.8,5728.55,1.106849315068493,5,49-72,Two year,0
21,19.6,390.4,0.890909090909091,0,13-24,Two year,0
31,90.7,2845.15,2.834375,2,25-48,Month-to-month,0
57,69.75,3894.4,1.2025862068965518,4,49-72,Two year,0
45,20.0,886.4,0.43478260869565216,0,25-48,Two year,0
10,95.25,1021.55,8.659090909090908,3,0-12,Month-to-month,0
14,19.95,268.4,1.3299999999999998,0,13-24,Month-to-month,0
27,80.85,2204.35,2.8874999999999997,4,25-48,One year,0
69,93.3,6398.05,1.3328571428571427,3,49-72,Two year,0
35,46.35,1662.05,1.2875,3,25-48,Two year,0
45,78.75,3600.65,1.7119565217391304,4,25-48,One year,0
17,83.55,1329.15,4.641666666666667,2,13-24,Month-to-month,0
22,19.6,422.5,0.8521739130434783,0,13-24,One year,0
67,67.85,4627.65,0.9977941176470587,4,49-72,Two year,0
67,105.65,6717.9,1.5536764705882353,4,49-72,Two year,0
9,75.5,637.4,7.55,1,0-12,Month-to-month,0
5,20.15,117.95,3.358333333333333,0,0-12,Month-to-month,0
54,45.2,2460.55,0.8218181818181819,3,49-72,Two year,0
70,79.25,5731.85,1.1161971830985915,5,49-72,Two year,0
53,85.7,4616.1,1.587037037037037,5,49-72,Month-to-month,0
31,20.1,589.25,0.628125,0,25-48,One year,0
13,61.8,750.1,4.414285714285714,3,13-24,Month-to-month,0
28,49.9,1410.25,1.7206896551724138,0,25-48,Month-to-month,0
38,20.4,743.5,0.523076923076923,0,25-48,Two year,0
52,75.4,3865.45,1.4226415094339624,4,49-72,One year,0
62,108.15,6825.65,1.7166666666666668,6,49-72,Two year,0
16,86.25,1340.1,5.073529411764706,2,13-24,Month-to-month,0
12,95.7,1184.0,7.361538461538462,3,0-12,One year,0
72,116.85,8477.7,1.6006849315068492,6,49-72,Two year,0
71,105.75,7382.85,1.46875,4,49-72,One year,0
24,20.15,456.85,0.8059999999999999,0,13-24,One year,0
15,19.6,331.6,1.225,0,13-24,Two year,0
2,60.95,134.6,20.316666666666666,2,0-12,Month-to-month,0
5,25.05,125.5,4.175,0,0-12,Month-to-month,0
41,60.3,2511.3,1.4357142857142857,3,25-48,One year,0
43,63.95,2737.05,1.4534090909090909,3,25-48,Month-to-month,0
1,74.3,74.3,37.15,0,0-12,Month-to-month,0
1,70.6,70.6,35.3,0,0-12,Month-to-month,0
71,90.55,6404.0,1.2576388888888888,6,49-72,Two year,0
7,19.45,165.35,2.43125,0,0-12,Two year,0
28,64.45,1867.6,2.222413793103448,3,25-48,Month-to-month,0
16,69.65,1043.3,4.097058823529412,0,13-24,Month-to-month,0
7,19.5,128.6,2.4375,0,0-12,One year,0
69,110.5,7455.45,1.5785714285714285,5,49-72,Two year,0
1,24.7,24.7,12.35,0,0-12,Month-to-month,0
3,77.4,206.15,19.35,4,0-12,Month-to-month,0
69,85.4,5869.4,1.22,2,49-72,Month-to-month,0
71,47.6,3377.8,0.6611111111111111,4,49-72,Two year,0
69,19.4,1346.2,0.27714285714285714,0,49-72,Two year,0
48,103.85,4946.05,2.1193877551020406,4,25-48,Month-to-month,0
45,108.45,4964.7,2.357608695652174,5,25-48,Month-to-month,0
51,81.0,4085.75,1.5576923076923077,1,49-72,Month-to-month,0
72,86.65,6224.8,1.1869863013698632,6,49-72,Two year,0
37,92.95,3415.25,2.4460526315789473,3,25-48,Month-to-month,0
71,90.35,6325.25,1.254861111111111,6,49-72,Two year,0
66,25.15,1683.6,0.37537313432835817,0,49-72,Two year,0
51,76.4,3966.3,1.4692307692307693,4,49-72,One year,0
30,19.55,608.5,0.6306451612903226,0,25-48,One year,0
34,85.35,2896.6,2.4385714285714286,1,25-48,Month-to-month,0
64,24.8,1514.85,0.38153846153846155,0,49-72,Two year,0
65,103.15,6792.45,1.562878787878788,4,49-72,One year,0
47,100.75,4669.2,2.0989583333333335,4,25-48,Month-to-month,0
67,94.1,6302.8,1.3838235294117647,3,49-72,Two year,0
39,19.35,779.2,0.48375,0,25-48,One year,0
14,19.9,283.75,1.3266666666666667,0,13-24,Month-to-month,0
56,101.05,5594.0,1.7728070175438595,3,49-72,Month-to-month,0
14,59.1,772.85,3.94,2,13-24,One year,0
16,55.85,857.8,3.2852941176470587,2,13-24,One year,0
70,106.05,7554.05,1.4936619718309858,4,49-72,Month-to-month,0
72,84.1,5981.65,1.152054794520548,5,49-72,Two year,0
23,75.3,1702.9,3.1374999999999997,1,13-24,Month-to-month,0
21,24.7,467.15,1.1227272727272728,0,13-24,Month-to-month,0
36,55.8,1941.5,1.508108108108108,1,25-48,One year,0
50,39.7,1932.75,0.7784313725490196,3,49-72,Two year,0
48,29.5,1423.05,0.6020408163265306,1,25-48,Month-to-month,0
50,20.15,970.85,0.39509803921568626,0,49-72,Two year,0
72,79.55,5810.9,1.0897260273972602,5,49-72,Two year,0
10,24.8,223.9,2.2545454545454544,0,0-12,Month-to-month,0
18,19.65,391.7,1.0342105263157895,0,13-24,Month-to-month,0
9,94.05,811.65,9.405,3,0-12,Month-to-month,0
2,90.75,174.75,30.25,2,0-12,Month-to-month,0
40,78.85,3126.85,1.923170731707317,1,25-48,Month-to-month,0
69,99.5,6841.45,1.4214285714285715,3,49-72,One year,0
18,80.55,1406.65,4.239473684210526,1,13-24,Month-to-month,0
11,70.2,834.7,5.8500000000000005,0,0-12,Month-to-month,0
55,59.45,3157.0,1.061607142857143,2,49-72,One year,0
33,93.35,3092.0,2.7455882352941177,3,25-48,Month-to-month,0
46,44.95,2168.9,0.9563829787234043,0,25-48,Month-to-month,0
34,26.1,980.35,0.7457142857142858,0,25-48,Two year,0
3,20.2,65.95,5.05,0,0-12,Month-to-month,0
30,21.25,711.9,0.6854838709677419,0,25-48,Two year,0
33,59.4,1952.8,1.7470588235294118,2,25-48,One year,0
45,95.0,4368.85,2.0652173913043477,3,25-48,One year,0
40,61.9,2647.1,1.5097560975609756,3,25-48,Month-to-month,0
71,118.65,8477.6,1.6479166666666667,6,49-72,Two year,0
72,64.45,4528.0,0.8828767123287672,6,49-72,Two year,0
22,80.15,1790.65,3.4847826086956526,1,13-24,Month-to-month,0
46,20.2,845.6,0.4297872340425532,0,25-48,One year,0
55,21.0,1210.3,0.375,0,49-72,Two year,0
1,20.45,20.45,10.225,0,0-12,Month-to-month,0
12,75.85,854.45,5.834615384615384,3,0-12,One year,0
31,80.45,2429.1,2.5140625,1,25-48,Month-to-month,0
67,75.5,5229.45,1.1102941176470589,3,49-72,Two year,0
1,44.45,44.45,22.225,0,0-12,Month-to-month,0
41,74.55,3023.55,1.775,4,25-48,Month-to-month,0
42,48.15,2032.3,1.119767441860465,4,25-48,Two year,0
23,19.65,436.9,0.81875,0,13-24,One year,0
1,20.15,20.15,10.075,0,0-12,Month-to-month,0
56,106.6,5893.95,1.870175438596491,4,49-72,Month-to-month,0
15,91.0,1430.05,5.6875,2,13-24,Month-to-month,0
12,25.4,313.0,1.9538461538461538,0,0-12,Two year,0
54,69.95,3871.85,1.271818181818182,4,49-72,Two year,0
7,66.85,458.1,8.35625,2,0-12,Month-to-month,0
16,20.15,341.35,1.1852941176470588,0,13-24,Month-to-month,0
21,64.85,1336.8,2.9477272727272723,3,13-24,One year,0
30,74.85,2181.75,2.414516129032258,3,25-48,Two year,0
3,50.5,147.75,12.625,1,0-12,Month-to-month,0
11,72.9,818.45,6.075,1,0-12,Month-to-month,0
62,115.05,7133.45,1.8261904761904761,6,49-72,One year,0
18,19.0,348.8,1.0,0,13-24,Month-to-month,0
6,19.55,128.6,2.792857142857143,0,0-12,Month-to-month,0
46,101.1,4674.4,2.1510638297872338,3,25-48,One year,0
21,84.1,1737.45,3.8227272727272723,1,13-24,Month-to-month,0
68,24.15,1498.85,0.35,0,49-72,Two year,0
1,50.1,50.1,25.05,0,0-12,Month-to-month,0
25,74.6,1797.75,2.869230769230769,1,25-48,Month-to-month,0
24,19.75,498.1,0.79,0,13-24,Two year,0
51,106.8,5498.8,2.0538461538461537,4,49-72,One year,0
57,84.5,4845.4,1.456896551724138,5,49-72,Two year,0
15,25.05,369.1,1.565625,0,13-24,Two year,0
72,83.7,6096.9,1.1465753424657534,6,49-72,Two year,0
28,96.6,2684.35,3.3310344827586205,3,25-48,Month-to-month,0
70,101.1,6994.8,1.4239436619718309,5,49-72,Two year,0
13,20.2,273.25,1.4428571428571428,0,13-24,One year,0
59,94.05,5483.9,1.5675,4,49-72,One year,0
62,81.0,4985.9,1.2857142857142858,5,49-72,Two year,0
21,60.25,1258.35,2.7386363636363638,3,13-24,One year,0
2,60.85,111.4,20.283333333333335,2,0-12,Month-to-month,0
1,43.95,43.95,21.975,0,0-12,Month-to-month,0
4,86.05,308.1,17.21,2,0-12,Month-to-month,0
19,20.25,383.65,1.0125,0,13-24,One year,0
67,19.4,1284.2,0.2852941176470588,0,49-72,Two year,0
72,102.65,7550.3,1.406164383561644,4,49-72,Two year,0
53,19.9,1110.05,0.36851851851851847,0,49-72,Two year,0
5,19.55,99.6,3.2583333333333333,0,0-12,One year,0
71,95.5,6707.15,1.3263888888888888,4,49-72,Two year,0
50,84.15,4164.4,1.6500000000000001,5,49-72,One year,0
56,103.2,5873.75,1.8105263157894738,4,49-72,Two year,0
2,50.2,109.25,16.733333333333334,1,0-12,Month-to-month,0
46,19.95,862.4,0.42446808510638295,0,25-48,Two year,0
71,116.25,8564.75,1.6145833333333333,6,49-72,Two year,0
29,31.2,926.2,1.04,1,25-48,Month-to-month,0
69,24.45,1718.2,0.34928571428571425,0,49-72,Two year,0
71,84.2,5956.85,1.1694444444444445,5,49-72,Two year,0
56,85.65,4824.45,1.5026315789473685,6,49-72,Two year,0
56,21.2,1238.65,0.3719298245614035,0,49-72,One year,0
28,25.55,672.2,0.8810344827586207,0,25-48,One year,0
19,20.2,382.2,1.01,0,13-24,Month-to-month,0
66,63.85,4264.6,0.9529850746268657,2,49-72,Month-to-month,0
17,61.95,1070.7,3.441666666666667,2,13-24,One year,0
52,25.75,1345.85,0.4858490566037736,0,49-72,Two year,0
19,58.2,1045.25,2.91,2,13-24,One year,0
36,85.85,3003.55,2.32027027027027,6,25-48,One year,0
72,104.9,7537.5,1.4369863013698632,5,49-72,One year,0
34,99.85,3343.15,2.8528571428571428,4,25-48,One year,0
8,19.55,161.15,2.1722222222222225,0,0-12,Month-to-month,0
69,104.0,7028.5,1.4857142857142858,4,49-72,Two year,0
50,104.4,5232.9,2.047058823529412,4,49-72,One year,0
10,19.5,225.85,1.7727272727272727,0,0-12,One year,0
12,25.25,274.7,1.9423076923076923,0,0-12,Two year,0
70,49.85,3370.2,0.7021126760563381,4,49-72,Two year,0
64,108.95,7111.3,1.676153846153846,5,49-72,Month-to-month,0
66,89.9,5958.85,1.3417910447761194,6,49-72,Two year,0
71,82.0,5999.85,1.1388888888888888,5,49-72,Two year,0
20,89.95,1648.45,4.283333333333333,2,13-24,Month-to-month,0
72,79.35,5753.25,1.0869863013698629,5,49-72,Two year,0
71,64.05,4492.9,0.8895833333333333,4,49-72,Two year,0
38,101.15,3956.7,2.5935897435897437,3,25-48,Month-to-month,0
33,39.1,1309.0,1.1500000000000001,2,25-48,One year,0
23,34.6,813.45,1.4416666666666667,2,13-24,Two year,0
58,19.55,1108.8,0.3313559322033898,0,49-72,One year,0
70,104.45,7349.35,1.4711267605633804,4,49-72,Two year,0
4,70.5,294.2,14.1,0,0-12,Month-to-month,0
45,20.35,929.2,0.44239130434782614,0,25-48,Two year,0
36,19.45,754.5,0.5256756756756756,0,25-48,Two year,0
54,69.9,3883.3,1.270909090909091,4,49-72,Month-to-month,0
23,59.7,1414.2,2.4875000000000003,2,13-24,Two year,0
41,78.35,3211.2,1.8654761904761903,4,25-48,One year,0
5,71.45,371.6,11.908333333333333,0,0-12,Month-to-month,0
27,45.85,1246.4,1.6375,3,25-48,One year,0
1,95.85,95.85,47.925,3,0-12,Month-to-month,0
67,35.7,2545.7,0.525,2,49-72,Two year,0
72,89.55,6448.85,1.2267123287671233,6,49-72,Two year,0
56,24.95,1468.9,0.437719298245614,0,49-72,Two year,0
44,24.85,1013.6,0.5522222222222223,0,25-48,One year,0
66,100.8,6690.75,1.5044776119402985,3,49-72,Month-to-month,0
69,105.35,7240.65,1.505,4,49-72,Two year,0
40,19.65,830.25,0.4792682926829268,0,25-48,Two year,0
30,54.45,1588.7,1.756451612903226,1,25-48,Month-to-month,0
11,70.5,829.3,5.875,3,0-12,Month-to-month,0
15,20.1,302.45,1.25625,0,13-24,One year,0
11,69.35,712.25,5.779166666666666,3,0-12,Month-to-month,0
64,19.8,1336.65,0.3046153846153846,0,49-72,One year,0
72,74.4,5360.75,1.0191780821917809,5,49-72,Two year,0
72,93.05,6735.05,1.2746575342465754,4,49-72,Two year,0
1,51.2,51.2,25.6,1,0-12,Month-to-month,0
15,65.6,1010.0,4.1,4,13-24,One year,0
60,80.55,4847.05,1.3204918032786885,4,49-72,One year,0
56,52.7,3019.7,0.924561403508772,2,49-72,One year,0
8,20.85,161.65,2.316666666666667,0,0-12,Two year,0
49,52.15,2583.75,1.043,0,49-72,Month-to-month,0
70,114.95,7711.25,1.6190140845070422,6,49-72,Two year,0
52,104.45,5481.25,1.9707547169811321,5,49-72,One year,0
72,113.65,8124.2,1.5568493150684932,6,49-72,Two year,0
40,20.6,827.3,0.5024390243902439,0,25-48,Two year,0
40,91.55,3673.6,2.2329268292682927,2,25-48,Month-to-month,0
1,49.85,49.85,24.925,1,0-12,Month-to-month,0
30,19.8,576.65,0.6387096774193549,0,25-48,One year,0
44,104.15,4495.65,2.3144444444444447,4,25-48,Month-to-month,0
7,48.2,340.35,6.025,1,0-12,Month-to-month,0
72,25.1,1789.9,0.3438356164383562,0,49-72,Two year,0
8,100.15,908.55,11.127777777777778,3,0-12,Month-to-month,0
3,55.9,157.55,13.975,2,0-12,Month-to-month,0
8,64.4,581.7,7.155555555555556,3,0-12,Month-to-month,0
5,85.3,420.45,14.216666666666667,2,0-12,Month-to-month,0
72,107.45,7576.7,1.4719178082191782,5,49-72,Two year,0
54,91.3,4965.0,1.66,6,49-72,Two year,0
72,85.95,6151.9,1.1773972602739726,5,49-72,Two year,0
1,45.2,45.2,22.6,0,0-12,Month-to-month,0
69,79.2,5420.65,1.1314285714285715,1,49-72,Two year,0
48,55.5,2627.35,1.1326530612244898,2,25-48,Two year,0
8,90.25,743.75,10.027777777777779,2,0-12,Month-to-month,0
71,91.25,6589.6,1.2673611111111112,6,49-72,Two year,0
67,100.9,6733.15,1.4838235294117648,4,49-72,One year,0
34,97.7,3410.0,2.7914285714285714,3,25-48,Month-to-month,0
3,69.85,199.85,17.4625,0,0-12,Month-to-month,0
9,65.6,593.3,6.56,3,0-12,One year,0
71,104.65,7288.4,1.4534722222222223,5,49-72,One year,0
57,90.45,5229.8,1.5594827586206896,2,49-72,Two year,0
72,63.7,4464.8,0.8726027397260274,6,49-72,Two year,0
48,104.5,5068.05,2.13265306122449,5,25-48,Month-to-month,0
18,20.1,401.85,1.0578947368421054,0,13-24,One year,0
43,104.3,4451.85,2.3704545454545456,4,25-48,One year,0
72,93.25,6688.95,1.2773972602739727,6,49-72,Two year,0
35,73.45,2661.1,2.040277777777778,3,25-48,One year,0
4,20.7,73.05,4.14,0,0-12,Month-to-month,0
49,25.25,1211.65,0.505,0,49-72,Two year,0
71,100.5,7030.65,1.3958333333333333,4,49-72,Two year,0
11,90.6,1020.2,7.55,2,0-12,Month-to-month,0
63,89.4,5597.65,1.396875,6,49-72,Two year,0
65,95.45,6223.3,1.4462121212121213,3,49-72,Month-to-month,0
49,20.45,1024.65,0.409,0,49-72,Two year,0
4,19.95,82.9,3.9899999999999998,0,0-12,Month-to-month,0
72,109.15,7789.6,1.4952054794520548,5,49-72,One year,0
26,85.7,2067.0,3.174074074074074,2,25-48,Month-to-month,0
35,102.05,3452.55,2.834722222222222,3,25-48,Month-to-month,0
57,94.7,5468.95,1.6327586206896552,3,49-72,One year,0
28,64.4,1802.15,2.220689655172414,2,25-48,Month-to-month,0
25,26.8,733.55,1.0307692307692309,0,25-48,One year,0
47,66.05,3021.45,1.3760416666666666,3,25-48,One year,0
57,65.2,3687.85,1.1241379310344828,3,49-72,Month-to-month,0
16,85.05,1391.15,5.002941176470588,1,13-24,Month-to-month,0
5,55.8,274.35,9.299999999999999,2,0-12,Month-to-month,0
72,19.95,1322.85,0.2732876712328767,0,49-72,Two year,0
48,45.0,2196.3,0.9183673469387755,3,25-48,One year,0
68,114.9,7843.55,1.665217391304348,6,49-72,Two year,0
30,106.4,3211.9,3.4322580645161294,4,25-48,Month-to-month,0
3,46.1,130.15,11.525,0,0-12,Month-to-month,0
14,39.7,692.35,2.646666666666667,3,13-24,Two year,0
4,20.05,85.5,4.01,0,0-12,Month-to-month,0
71,95.75,6849.4,1.3298611111111112,3,49-72,Two year,0
8,24.4,203.95,2.711111111111111,0,0-12,One year,0
61,33.6,2117.2,0.5419354838709678,2,49-72,Month-to-month,0
72,90.45,6565.85,1.239041095890411,3,49-72,Two year,0
5,84.0,424.75,14.0,1,0-12,Month-to-month,0
49,67.4,3306.85,1.348,4,49-72,Two year,0
8,19.7,168.9,2.1888888888888887,0,0-12,Month-to-month,0
3,80.35,253.8,20.0875,1,0-12,Month-to-month,0
9,19.6,197.4,1.9600000000000002,0,0-12,Two year,0
67,54.2,3838.2,0.7970588235294118,2,49-72,Two year,0
46,45.2,2065.15,0.9617021276595745,0,25-48,Month-to-month,0
67,75.1,5064.45,1.1044117647058822,4,49-72,One year,0
55,19.7,1140.05,0.35178571428571426,0,49-72,One year,0
33,72.75,2447.45,2.139705882352941,4,25-48,Month-to-month,0
62,20.05,1263.9,0.3182539682539683,0,49-72,Two year,0
49,39.2,1838.15,0.784,2,49-72,Month-to-month,0
1,44.75,44.75,22.375,0,0-12,Month-to-month,0
14,82.65,1185.0,5.510000000000001,2,13-24,Month-to-month,0
18,93.9,1743.9,4.942105263157895,3,13-24,Month-to-month,0
72,117.15,8529.5,1.6047945205479452,6,49-72,Two year,0
64,99.25,6549.45,1.5269230769230768,4,49-72,Two year,0
69,112.55,7806.5,1.6078571428571429,6,49-72,Two year,0
1,25.7,25.7,12.85,0,0-12,Month-to-month,0
71,90.3,6287.3,1.2541666666666667,6,49-72,Two year,0
66,49.4,3251.85,0.7373134328358208,1,49-72,One year,0
2,19.4,50.6,6.466666666666666,0,0-12,Month-to-month,0
71,109.7,7904.25,1.5236111111111112,6,49-72,Two year,0
11,61.25,729.95,5.104166666666667,2,0-12,One year,0
47,55.3,2654.05,1.1520833333333333,2,25-48,Month-to-month,0
60,103.75,5969.95,1.7008196721311475,4,49-72,Month-to-month,0
11,19.5,226.8,1.625,0,0-12,One year,0
29,39.5,1082.75,1.3166666666666667,3,25-48,One year,0
21,26.05,565.75,1.184090909090909,0,13-24,Month-to-month,0
48,91.05,4370.75,1.8581632653061224,2,25-48,Month-to-month,0
3,29.65,90.05,7.4125,1,0-12,Month-to-month,0
43,50.2,2169.4,1.1409090909090909,1,25-48,Month-to-month,0
5,105.3,550.6,17.55,4,0-12,Month-to-month,0
1,55.45,55.45,27.725,1,0-12,Month-to-month,0
71,85.45,6300.85,1.1868055555555557,5,49-72,One year,0
8,19.8,160.05,2.2,0,0-12,One year,0
8,59.25,436.6,6.583333333333333,1,0-12,Month-to-month,0
20,90.7,1781.35,4.319047619047619,2,13-24,Month-to-month,0
71,79.05,5552.5,1.0979166666666667,1,49-72,One year,0
31,90.7,2835.5,2.834375,2,25-48,One year,0
38,95.0,3591.25,2.4358974358974357,3,25-48,One year,0
2,30.25,63.75,10.083333333333334,1,0-12,Month-to-month,0
12,49.85,617.15,3.8346153846153848,3,0-12,Month-to-month,0
9,93.0,870.25,9.3,4,0-12,Month-to-month,0
11,54.55,601.25,4.545833333333333,2,0-12,Month-to-month,0
6,19.7,111.65,2.814285714285714,0,0-12,Month-to-month,0
71,84.8,6046.1,1.1777777777777778,6,49-72,One year,0
42,94.45,3923.8,2.1965116279069767,3,25-48,One year,0
45,20.85,892.15,0.45326086956521744,0,25-48,Two year,0
28,60.0,1682.05,2.0689655172413794,5,25-48,One year,0
43,80.45,3398.9,1.8284090909090909,1,25-48,Month-to-month,0
60,84.95,4984.85,1.3926229508196721,5,49-72,Two year,0
7,49.65,305.55,6.20625,4,0-12,Two year,0
25,20.2,507.9,0.7769230769230769,0,25-48,One year,0
27,100.5,2673.45,3.5892857142857144,3,25-48,One year,0
10,35.75,389.8,3.25,2,0-12,Month-to-month,0
27,86.45,2401.05,3.0875,2,25-48,Month-to-month,0
11,53.8,651.55,4.483333333333333,2,0-12,One year,0
4,38.55,156.1,7.709999999999999,2,0-12,Month-to-month,0
68,39.9,2796.35,0.5782608695652174,2,49-72,Month-to-month,0
1,70.05,70.05,35.025,0,0-12,Month-to-month,0
18,20.1,407.05,1.0578947368421054,0,13-24,One year,0
26,20.3,511.25,0.7518518518518519,0,25-48,Month-to-month,0
17,35.65,646.05,1.9805555555555554,2,13-24,Month-to-month,0
59,82.95,4903.15,1.3825,3,49-72,One year,0
30,55.65,1653.85,1.7951612903225806,2,25-48,Two year,0
50,25.2,1306.3,0.4941176470588235,0,49-72,One year,0
9,50.8,463.6,5.08,4,0-12,One year,0
3,19.65,60.65,4.9125,0,0-12,Month-to-month,0
14,59.8,824.85,3.9866666666666664,2,13-24,Month-to-month,0
31,73.55,2094.65,2.2984375,1,25-48,Month-to-month,0
7,61.4,438.9,7.675,3,0-12,Month-to-month,0
17,19.9,329.75,1.1055555555555554,0,13-24,One year,0
32,19.45,674.55,0.5893939393939394,0,25-48,Month-to-month,0
2,81.5,162.55,27.166666666666668,1,0-12,Month-to-month,0
72,109.55,7887.25,1.5006849315068493,5,49-72,Two year,0
27,74.4,1972.35,2.6571428571428575,1,25-48,Month-to-month,0
7,74.9,490.55,9.3625,1,0-12,Month-to-month,0
11,59.65,683.25,4.970833333333333,2,0-12,Month-to-month,0
72,110.45,8058.85,1.513013698630137,5,49-72,Two year,0
4,74.45,294.45,14.89,0,0-12,Month-to-month,0
71,24.55,1719.15,0.34097222222222223,0,49-72,Two year,0
47,24.55,1160.45,0.5114583333333333,0,25-48,Two year,0
57,90.65,5199.8,1.5629310344827587,3,49-72,One year,0
50,105.05,5163.3,2.0598039215686272,4,49-72,Two year,0
8,20.45,162.3,2.272222222222222,0,0-12,Month-to-month,0
48,19.55,883.35,0.3989795918367347,0,25-48,Two year,0
70,19.7,1341.5,0.27746478873239433,0,49-72,One year,0
1,70.45,70.45,35.225,4,0-12,Month-to-month,0
8,85.65,659.45,9.516666666666667,1,0-12,Month-to-month,0
60,20.55,1205.05,0.3368852459016394,0,49-72,Two year,0
49,97.95,4917.9,1.959,3,49-72,One year,0
29,20.0,599.3,0.6666666666666666,0,25-48,One year,0
67,25.25,1733.15,0.3713235294117647,0,49-72,Two year,0
67,70.9,4677.1,1.0426470588235295,4,49-72,Two year,0
6,19.85,119.3,2.835714285714286,0,0-12,Month-to-month,0
47,106.35,4849.1,2.2156249999999997,4,25-48,Month-to-month,0
53,99.5,5424.25,1.8425925925925926,5,49-72,Two year,0
69,84.7,5878.9,1.21,6,49-72,Two year,0
3,86.05,244.85,21.5125,2,0-12,Month-to-month,0
4,44.55,220.75,8.91,0,0-12,Month-to-month,0
56,75.85,4261.2,1.3307017543859647,4,49-72,Two year,0
61,25.0,1501.75,0.4032258064516129,0,49-72,Two year,0
2,45.0,89.75,15.0,0,0-12,Month-to-month,0
12,20.5,255.5,1.5769230769230769,0,0-12,Month-to-month,0
28,90.45,2509.25,3.1189655172413793,2,25-48,One year,0
24,60.45,1440.75,2.418,3,13-24,Month-to-month,0
68,78.45,5333.35,1.1369565217391304,5,49-72,One year,0
39,100.55,3895.35,2.51375,3,25-48,Two year,0
42,20.35,869.9,0.4732558139534884,0,25-48,Month-to-month,0
6,90.75,512.25,12.964285714285714,2,0-12,Month-to-month,0
38,20.25,814.75,0.5192307692307693,0,25-48,One year,0
18,20.05,388.6,1.055263157894737,0,13-24,Two year,0
4,19.6,93.45,3.9200000000000004,0,0-12,Month-to-month,0
27,53.8,1389.85,1.9214285714285713,2,25-48,Month-to-month,0
41,70.2,2894.55,1.6714285714285715,4,25-48,One year,0
50,75.5,4025.6,1.4803921568627452,4,49-72,One year,0
72,20.35,1354.4,0.2787671232876712,0,49-72,Two year,0
70,26.05,1856.4,0.36690140845070424,0,49-72,One year,0
44,20.6,926.0,0.4577777777777778,0,25-48,One year,0
34,20.1,682.1,0.5742857142857143,0,25-48,One year,0
72,24.3,1778.7,0.33287671232876714,0,49-72,Two year,0
71,24.5,1816.2,0.3402777777777778,0,49-72,Two year,0
64,110.5,7069.25,1.7,5,49-72,Two year,0
72,25.25,1841.2,0.3458904109589041,0,49-72,Two year,0
29,90.1,2656.7,3.003333333333333,3,25-48,One year,0
23,68.75,1689.45,2.8645833333333335,4,13-24,One year,0
52,19.2,1054.75,0.3622641509433962,0,49-72,Two year,0
64,115.1,7334.05,1.7707692307692307,6,49-72,Two year,0
24,99.65,2404.85,3.986,3,13-24,Month-to-month,0
2,91.45,171.45,30.483333333333334,2,0-12,Month-to-month,0
34,84.75,2839.45,2.4214285714285713,6,25-48,Two year,0
53,78.75,3942.45,1.4583333333333333,4,49-72,One year,0
47,20.25,873.4,0.421875,0,25-48,Two year,0
72,19.9,1529.65,0.2726027397260274,0,49-72,Two year,0
72,97.75,6991.6,1.3390410958904109,4,49-72,Two year,0
7,100.4,715.0,12.55,4,0-12,Month-to-month,0
71,24.45,1681.6,0.33958333333333335,0,49-72,Two year,0
